2025-11-26 22:28:35 - step,loss,accuracy
2025-11-27 10:48:18 - 346,4.776367,0.218750
2025-11-27 10:48:18 - 347,4.812012,0.281250
2025-11-27 10:48:18 - 348,4.709473,0.281250
2025-11-27 10:48:18 - 349,4.891602,0.125000
2025-11-27 10:48:18 - 350,4.738281,0.156250
2025-11-27 10:48:18 - 351,4.639160,0.343750
2025-11-27 10:48:18 - 352,4.636230,0.343750
2025-11-27 10:48:18 - 353,4.534180,0.375000
2025-11-27 10:48:18 - 354,4.569336,0.250000
2025-11-27 10:48:18 - 355,4.677734,0.218750
2025-11-27 10:48:18 - 356,4.745117,0.281250
2025-11-27 10:48:18 - 357,4.669434,0.250000
2025-11-27 10:48:18 - 358,4.747070,0.187500
2025-11-27 10:48:18 - 359,4.651367,0.218750
2025-11-27 10:48:18 - 360,4.876465,0.093750
2025-11-27 10:48:18 - 361,4.612305,0.218750
2025-11-27 10:48:18 - 362,4.582031,0.343750
2025-11-27 10:48:18 - 363,4.351562,0.437500
2025-11-27 10:48:18 - 364,4.596680,0.187500
2025-11-27 10:48:18 - 365,4.662109,0.281250
2025-11-27 10:48:18 - 366,4.506348,0.312500
2025-11-27 10:48:18 - 367,4.567871,0.218750
2025-11-27 10:48:18 - 368,4.636230,0.218750
2025-11-27 10:48:18 - 369,4.577637,0.312500
2025-11-27 10:48:18 - 370,4.619141,0.250000
2025-11-27 10:48:18 - 371,4.552734,0.281250
2025-11-27 10:48:18 - 372,4.429199,0.312500
2025-11-27 10:48:18 - 373,4.535645,0.250000
2025-11-27 10:48:18 - 374,4.248047,0.343750
2025-11-27 10:48:18 - 375,4.513672,0.281250
2025-11-27 10:48:18 - 376,4.542969,0.218750
2025-11-27 10:48:18 - 377,4.304199,0.343750
2025-11-27 10:48:18 - 378,4.578125,0.250000
2025-11-27 10:48:18 - 379,4.414062,0.281250
2025-11-27 10:48:18 - 380,4.621582,0.281250
2025-11-27 10:48:18 - 381,4.238281,0.437500
2025-11-27 10:48:18 - 382,4.504395,0.250000
2025-11-27 10:48:18 - 383,4.428711,0.250000
2025-11-27 10:48:18 - 384,4.393066,0.468750
2025-11-27 10:48:18 - 385,4.257324,0.343750
2025-11-27 10:48:18 - 386,4.337402,0.250000
2025-11-27 10:48:18 - 387,4.533691,0.281250
2025-11-27 10:48:18 - 388,4.353516,0.343750
2025-11-27 10:48:18 - 389,4.268066,0.375000
2025-11-27 10:48:18 - 390,4.354004,0.343750
2025-11-27 10:48:18 - 391,4.477539,0.218750
2025-11-27 10:48:18 - 392,4.261230,0.406250
2025-11-27 10:48:18 - 393,4.185059,0.437500
2025-11-27 10:48:18 - 394,4.196289,0.375000
2025-11-27 10:48:18 - 395,4.210938,0.343750
2025-11-27 10:48:18 - 396,4.167480,0.343750
2025-11-27 10:48:18 - 397,4.230957,0.343750
2025-11-27 10:48:18 - 398,4.309570,0.406250
2025-11-27 10:48:18 - 399,4.431641,0.281250
2025-11-27 10:48:18 - 400,4.320801,0.312500
2025-11-27 10:48:25 - 401,4.272461,0.218750
2025-11-27 10:48:25 - 402,4.087402,0.343750
2025-11-27 10:48:25 - 403,4.343262,0.250000
2025-11-27 10:48:25 - 404,4.252930,0.343750
2025-11-27 10:48:25 - 405,4.121094,0.468750
2025-11-27 10:48:25 - 406,4.250977,0.343750
2025-11-27 10:48:25 - 407,4.415527,0.312500
2025-11-27 10:48:25 - 408,4.000000,0.468750
2025-11-27 10:48:25 - 409,3.951172,0.468750
2025-11-27 10:48:25 - 410,4.072754,0.437500
2025-11-27 10:48:25 - 411,3.979492,0.406250
2025-11-27 10:48:25 - 412,3.996582,0.437500
2025-11-27 10:48:25 - 413,4.041016,0.375000
2025-11-27 10:48:25 - 414,4.113281,0.437500
2025-11-27 10:48:25 - 415,4.013184,0.406250
2025-11-27 10:48:25 - 416,4.209473,0.406250
2025-11-27 10:48:25 - 417,4.183594,0.312500
2025-11-27 10:48:25 - 418,3.982910,0.406250
2025-11-27 10:48:25 - 419,4.191895,0.343750
2025-11-27 10:48:25 - 420,4.149414,0.343750
2025-11-27 10:48:25 - 421,4.080078,0.375000
2025-11-27 10:48:25 - 422,3.955078,0.468750
2025-11-27 10:48:25 - 423,4.137695,0.468750
2025-11-27 10:48:25 - 424,3.938965,0.406250
2025-11-27 10:48:25 - 425,3.827148,0.531250
2025-11-27 10:48:25 - 426,3.900391,0.437500
2025-11-27 10:48:25 - 427,3.959961,0.437500
2025-11-27 10:48:25 - 428,3.974121,0.468750
2025-11-27 10:48:25 - 429,4.046875,0.312500
2025-11-27 10:48:25 - 430,3.963379,0.437500
2025-11-27 10:48:25 - 431,3.899902,0.500000
2025-11-27 10:48:25 - 432,3.964844,0.343750
2025-11-27 10:48:25 - 433,3.840332,0.437500
2025-11-27 10:48:25 - 434,3.869141,0.531250
2025-11-27 10:48:25 - 435,3.794922,0.406250
2025-11-27 10:48:25 - 436,3.770996,0.437500
2025-11-27 10:48:25 - 437,4.026855,0.406250
2025-11-27 10:48:25 - 438,3.883789,0.468750
2025-11-27 10:48:25 - 439,3.970703,0.437500
2025-11-27 10:48:25 - 440,3.786621,0.500000
2025-11-27 10:48:25 - 441,3.713379,0.656250
2025-11-27 10:48:25 - 442,3.883301,0.468750
2025-11-27 10:48:25 - 443,3.671387,0.531250
2025-11-27 10:48:25 - 444,3.735840,0.406250
2025-11-27 10:48:25 - 445,3.675781,0.562500
2025-11-27 10:48:25 - 446,3.897949,0.437500
2025-11-27 10:48:25 - 447,3.948730,0.343750
2025-11-27 10:48:25 - 448,3.607422,0.531250
2025-11-27 10:48:25 - 449,4.073242,0.312500
2025-11-27 10:48:25 - 450,3.758301,0.375000
2025-11-27 10:48:25 - 451,3.621094,0.500000
2025-11-27 10:48:25 - 452,3.637207,0.656250
2025-11-27 10:48:25 - 453,3.670410,0.500000
2025-11-27 10:48:25 - 454,3.675049,0.531250
2025-11-27 10:48:25 - 455,3.803223,0.468750
2025-11-27 10:48:25 - 456,3.610352,0.562500
2025-11-27 10:48:25 - 457,3.920410,0.250000
2025-11-27 10:48:25 - 458,3.916504,0.281250
2025-11-27 10:48:25 - 459,3.585449,0.468750
2025-11-27 10:48:25 - 460,3.639648,0.531250
2025-11-27 10:48:25 - 461,3.708496,0.437500
2025-11-27 10:48:25 - 462,3.622070,0.468750
2025-11-27 10:48:25 - 463,3.624023,0.406250
2025-11-27 10:48:25 - 464,3.507324,0.593750
2025-11-27 10:48:25 - 465,3.850586,0.437500
2025-11-27 10:48:25 - 466,3.531738,0.593750
2025-11-27 10:48:25 - 467,3.610352,0.437500
2025-11-27 10:48:25 - 468,3.520508,0.531250
2025-11-27 10:48:25 - 469,3.695801,0.500000
2025-11-27 10:48:25 - 470,3.436035,0.562500
2025-11-27 10:48:25 - 471,3.455322,0.562500
2025-11-27 10:48:25 - 472,3.760498,0.406250
2025-11-27 10:48:25 - 473,3.647949,0.562500
2025-11-27 10:48:25 - 474,3.587402,0.531250
2025-11-27 10:48:25 - 475,3.460449,0.500000
2025-11-27 10:48:25 - 476,3.552246,0.562500
2025-11-27 10:48:25 - 477,3.431152,0.531250
2025-11-27 10:48:25 - 478,3.398926,0.500000
2025-11-27 10:48:25 - 479,3.617188,0.437500
2025-11-27 10:48:25 - 480,3.375000,0.625000
2025-11-27 10:48:25 - 481,3.639648,0.437500
2025-11-27 10:48:25 - 482,3.528809,0.500000
2025-11-27 10:48:25 - 483,3.474609,0.500000
2025-11-27 10:48:25 - 484,3.624023,0.468750
2025-11-27 10:48:25 - 485,3.467285,0.531250
2025-11-27 10:48:25 - 486,3.355225,0.500000
2025-11-27 10:48:25 - 487,3.253906,0.593750
2025-11-27 10:48:25 - 488,3.441895,0.531250
2025-11-27 10:48:25 - 489,3.323242,0.656250
2025-11-27 10:48:25 - 490,3.313477,0.593750
2025-11-27 10:48:25 - 491,3.351562,0.625000
2025-11-27 10:48:25 - 492,3.449707,0.625000
2025-11-27 10:48:25 - 493,3.254883,0.531250
2025-11-27 10:48:25 - 494,3.447266,0.437500
2025-11-27 10:48:25 - 495,3.291504,0.562500
2025-11-27 10:48:25 - 496,3.310303,0.562500
2025-11-27 10:48:25 - 497,3.346191,0.656250
2025-11-27 10:48:25 - 498,3.342285,0.531250
2025-11-27 10:48:25 - 499,3.244629,0.625000
2025-11-27 10:48:25 - 500,3.481445,0.375000
2025-11-27 10:48:32 - 501,3.272461,0.625000
2025-11-27 10:48:32 - 502,3.305664,0.468750
2025-11-27 10:48:32 - 503,3.185547,0.593750
2025-11-27 10:48:32 - 504,3.314941,0.562500
2025-11-27 10:48:32 - 505,3.083008,0.656250
2025-11-27 10:48:32 - 506,3.236572,0.625000
2025-11-27 10:48:32 - 507,3.176270,0.593750
2025-11-27 10:48:32 - 508,3.222900,0.531250
2025-11-27 10:48:32 - 509,3.562500,0.437500
2025-11-27 10:48:32 - 510,3.283691,0.562500
2025-11-27 10:48:32 - 511,3.173828,0.562500
2025-11-27 10:48:32 - 512,3.369629,0.531250
2025-11-27 10:48:32 - 513,3.218750,0.531250
2025-11-27 10:48:32 - 514,3.184814,0.562500
2025-11-27 10:48:32 - 515,3.150879,0.718750
2025-11-27 10:48:32 - 516,3.043945,0.687500
2025-11-27 10:48:32 - 517,3.304932,0.562500
2025-11-27 10:48:32 - 518,3.250000,0.562500
2025-11-27 10:48:32 - 519,3.042480,0.656250
2025-11-27 10:48:32 - 520,3.036865,0.656250
2025-11-27 10:48:32 - 521,3.074707,0.687500
2025-11-27 10:48:32 - 522,3.166504,0.562500
2025-11-27 10:48:32 - 523,3.003662,0.718750
2025-11-27 10:48:32 - 524,3.051270,0.625000
2025-11-27 10:48:32 - 525,3.220947,0.406250
2025-11-27 10:48:32 - 526,3.103516,0.625000
2025-11-27 10:48:32 - 527,3.031250,0.656250
2025-11-27 10:48:32 - 528,3.229980,0.562500
2025-11-27 10:48:32 - 529,3.077393,0.593750
2025-11-27 10:48:32 - 530,3.007080,0.687500
2025-11-27 10:48:32 - 531,3.197754,0.562500
2025-11-27 10:48:32 - 532,3.107422,0.500000
2025-11-27 10:48:32 - 533,3.045410,0.656250
2025-11-27 10:48:32 - 534,2.910156,0.687500
2025-11-27 10:48:32 - 535,2.889648,0.812500
2025-11-27 10:48:32 - 536,2.843750,0.718750
2025-11-27 10:48:32 - 537,2.984619,0.625000
2025-11-27 10:48:32 - 538,3.142090,0.531250
2025-11-27 10:48:32 - 539,2.918213,0.687500
2025-11-27 10:48:32 - 540,3.198242,0.562500
2025-11-27 10:48:32 - 541,2.709717,0.718750
2025-11-27 10:48:32 - 542,3.018066,0.593750
2025-11-27 10:48:32 - 543,3.166016,0.500000
2025-11-27 10:48:32 - 544,2.825928,0.781250
2025-11-27 10:48:32 - 545,2.858887,0.750000
2025-11-27 10:48:32 - 546,3.084961,0.593750
2025-11-27 10:48:32 - 547,2.851318,0.781250
2025-11-27 10:48:32 - 548,2.945312,0.625000
2025-11-27 10:48:32 - 549,3.086426,0.562500
2025-11-27 10:48:32 - 550,2.875977,0.625000
2025-11-27 10:48:32 - 551,2.879883,0.656250
2025-11-27 10:48:32 - 552,2.868652,0.562500
2025-11-27 10:48:32 - 553,3.004150,0.593750
2025-11-27 10:48:32 - 554,2.891602,0.625000
2025-11-27 10:48:32 - 555,2.801514,0.718750
2025-11-27 10:48:32 - 556,2.971191,0.687500
2025-11-27 10:48:32 - 557,2.697021,0.750000
2025-11-27 10:48:32 - 558,2.938721,0.687500
2025-11-27 10:48:32 - 559,2.799805,0.718750
2025-11-27 10:48:32 - 560,2.810303,0.750000
2025-11-27 10:48:32 - 561,2.731201,0.718750
2025-11-27 10:48:32 - 562,2.621826,0.812500
2025-11-27 10:48:32 - 563,2.807129,0.718750
2025-11-27 10:48:32 - 564,2.723633,0.750000
2025-11-27 10:48:32 - 565,2.789062,0.625000
2025-11-27 10:48:32 - 566,2.958008,0.625000
2025-11-27 10:48:32 - 567,2.786865,0.656250
2025-11-27 10:48:32 - 568,3.140869,0.562500
2025-11-27 10:48:32 - 569,2.604004,0.718750
2025-11-27 10:48:32 - 570,2.795288,0.687500
2025-11-27 10:48:32 - 571,2.734375,0.625000
2025-11-27 10:48:32 - 572,2.878906,0.781250
2025-11-27 10:48:32 - 573,2.814697,0.718750
2025-11-27 10:48:32 - 574,2.649170,0.750000
2025-11-27 10:48:32 - 575,2.844116,0.718750
2025-11-27 10:48:32 - 576,2.570801,0.812500
2025-11-27 10:48:32 - 577,2.621826,0.812500
2025-11-27 10:48:32 - 578,2.677002,0.750000
2025-11-27 10:48:32 - 579,2.757812,0.593750
2025-11-27 10:48:32 - 580,2.690430,0.656250
2025-11-27 10:48:32 - 581,2.715820,0.687500
2025-11-27 10:48:32 - 582,2.704346,0.593750
2025-11-27 10:48:32 - 583,2.616699,0.812500
2025-11-27 10:48:32 - 584,2.839111,0.625000
2025-11-27 10:48:32 - 585,2.442871,0.906250
2025-11-27 10:48:32 - 586,2.628418,0.781250
2025-11-27 10:48:32 - 587,2.778809,0.750000
2025-11-27 10:48:32 - 588,2.656250,0.781250
2025-11-27 10:48:32 - 589,2.731934,0.718750
2025-11-27 10:48:32 - 590,2.469727,0.843750
2025-11-27 10:48:32 - 591,2.614014,0.750000
2025-11-27 10:48:32 - 592,2.740723,0.718750
2025-11-27 10:48:32 - 593,2.680176,0.750000
2025-11-27 10:48:32 - 594,2.328979,0.875000
2025-11-27 10:48:32 - 595,2.656982,0.750000
2025-11-27 10:48:32 - 596,2.772705,0.656250
2025-11-27 10:48:32 - 597,2.606934,0.687500
2025-11-27 10:48:32 - 598,2.554443,0.812500
2025-11-27 10:48:32 - 599,2.582275,0.781250
2025-11-27 10:48:32 - 600,2.398804,0.875000
